Título,Hora,Fecha,Autor,Texto Completo,Categoría
“Tu Carrera Digital” o cómo capacitar en habilidades digitales a miles de jóvenes del Sistema Nacional de Garantía Juvenil,14:07h,04.03.2022,"
20minutos
 ","España es el segundo país de la Unión Europea con la tasa de paro más alta entre los jóvenes menores de 25, que supone un 30%. La educación y la formación son los principales condicionantes de la empleabilidad y de la capacidad de una persona para incorporarse al mercado laboral, así como para mantener una posición estable a lo largo del tiempo.
La nueva situación provocada por la pandemia ha hecho que la mayoría de los jóvenes tengan serias dificultades para acceder al mercado de trabajo. Paradójicamente, explica Adecco, un 9% de las vacantes disponibles en el mercado laboral se queda sin cubrir.
En esa línea, esta empresa de recursos humanos va a capacitar a jóvenes en conocimientos y habilidades digitales, personales y de mejora de empleabilidad para fomentar así su inserción laboral. Este proyecto formativo alcanzará a más de 3.600 personas a nivel nacional. Adecco se compromete a impulsar la inserción laboral de las personas que finalicen el curso en empresas como Microsoft o GMV, colaboradoras del proyecto.
Se trata de uno de los mayores proyectos formativos y de empleabilidad para jóvenes de los próximos años y se desarrollarán a partir de este mes de marzo en Madrid, Barcelona, Palma de Mallorca, Toledo, Valladolid, La Coruña, Bilbao, Sevilla, Las Palmas y Santander, y continuarán en otras ciudades como Tarragona, Vigo, Oviedo, Tenerife, Cáceres, Alicante, Valencia, León, Málaga y Murcia, entre otras. Próximamente se anunciarán más ciudades hasta cubrir gran parte de España durante dos años.
Los requisitos para acceder a este proyecto formativo son ser mayor de 16 años y menor de 30 años y estar debidamente registrados en el Sistema Nacional de Garantía Juvenil (SNGJ). Los interesados pueden inscribirse en tucarreradigital.
El objetivo es formar a jóvenes en ocupaciones digitales innovadoras, y facilitar a las empresas un número elevado de profesionales capacitados para impulsar la transformación digital de dichas compañías y el desarrollo de algunas de las ocupaciones más demandadas por el sector y que cuesta cubrir.
A los alumnos se les impartirán acciones formativas gratuitas dirigidas a adquirir y mejorar competencias TIC en el ámbito de la transformación y la economía digital en temáticas como:
Todas estas materias son ya tendencia en el mercado de trabajo y se convertirán en las más demandadas en un futuro próximo, por ello este programa ofrece formación orientada a la industria digital y a los nuevos modelos de negocio.",empleo
Las reuniones de trabajo multiculturales han dejado de ser una rareza: pautas para gestionarlas y no meter la pata,14:02h,03.03.2022,"
20minutos
 ","El planeta está hipercomunicado, física y virtualmente, de modo que la multiculturalidad es un hecho. La globalización, la inmigración y el tránsito de talentos entre los diferentes países han llevado esta multiculturalidad a todas partes, también al mercado laboral.
Las empresas son multiculturales o mejor que lo sean. Según un estudio de la consultora Boston Consulting Group, las empresas con un porcentaje de diversidad y multiculturalidad mayor logran tener un 19% más de ingresos que el resto.
Es una virtud y un beneficio, pero la multiculturalidad es también un desafío para las empresas. Hay que tener capacidad de adaptarse a diferentes culturas e idiomas.
El ejemplo más claro son las reuniones de trabajo, donde están presentes personas de varios países. Ya no son una rareza, pero hay que saber gestionarlas. La escuela de idiomas Berlitz nos da cinco pautas para no meter la pata.
En una reunión multicultural, es importante encontrar un idioma común con el que todos los asistentes se sientan cómodos hablando. De este modo, es mucho más fácil comunicar ideas y opiniones de una manera natural y comprensible para todos. En este sentido, el inglés suele ser el idioma que predomina en la mayoría de situaciones, aunque en los últimos años también se ha dado un aumento del uso del alemán o el chino. Además, cada idioma cuenta con numerosas adaptaciones regionales. Por eso es importante que los miembros de una reunión utilicen la misma variedad.
En este tipo de ocasiones es muy común recurrir al humor para romper el hielo, pero los expertos de Berlitz recomiendan evitar las bromas sobre estereotipos culturales,ya que el receptor podría no entenderlas o incluso sentirse ofendido. Otro aspecto a evitar es la invasión del espacio personal: mientras los españoles son personas muy cercanas, los ciudadanos de países del norte de Europa se caracterizan por mantener un estricto espacio entre personas.
La puntualidad es uno de los aspectos más delicados y que puede sentenciar toda reunión. Está claro que se trata de un factor que varía con creces dependiendo de cada país. Por ejemplo, en países como Corea del Sur, Japón, Alemania, Reino Unido o Suecia, es bien sabido que la puntualidad es la reina para la educación. Establecer y especificar de manera clara la hora a la que asistir será clave para empezar con buen pie.
En algunos países del sur de Europa o del sudeste asiático, tener un discurso muy directo puede conllevar unas connotaciones negativas al ser percibido como algo grosero. Mientras que, en otros países, como en Alemania, puede parecer un factor positivo e incluso eficaz a nivel laboral. Desde Berlitz, se propone adaptar y suavizar el discurso para llegar a un mayor público, siempre y cuando no se pierda la esencia del mensaje principal.
En caso de reunir a un grupo multicultural y ofrecer algún tipo de bebida y/o comida, es importante tener en cuenta las dietas alimenticias y religione
s. Acciones tan simples como brindar con una copa de champagne para celebrar el éxito de un negocio pueden convertirse en algo un tanto delicado por razones como la religión. Lo mismo ocurre con los alimentos.",empleo
¿Quieres trabajar en videojuegos? Apunta estas cuatro habilidades casi imprescindibles,12:31h,02.03.2022,"
20minutos
 ","La industria del videojuego genera más de 9.000 empleos directos y más de 23.000 indirectos, además de tener un impacto directo en la economía de 3.577 millones de euros. No le va nada mal. De hecho, fue de los pocos sectores que creció en España durante la pandemia del coronavirus, concretamente un 18% respecto a 2019.
Son datos del anuario de la Asociación Española del Videojuego (AEVI), en 2021 los videojuegos conquistan ya a 15.9 millones de personas en España. El año pasado el sector tenía previsto que los ingresos llegaran aumentaran un 14,5% respecto a 2020 y un 10% su audiencia, hasta los 728,8 millones de espectadores.
Parece pues una buena opción, un buen nicho de empleo. Pero claro, de entrada nos tienen que gustar los videojuegos. Eso parece fácil. Lo siguiente es cumplir con cierto perfil y tener unas cuantas habilidades de las que llaman duras. Hablamos, claro, de formación.
Udemy, plataforma de formación y enseñanza online, habla de algunas hard skills. En colaboración con Mariano Rivas, experto en desarrollo de videojuegos, lo concreta en estas cuatro habilidades casi imprescindibles para entrar en la industria del gaming:
Un motor de videojuego engloba las diferentes herramientas de programación que permiten el diseño, la creación y la representación de un videojuego. Entre las funcionalidades más importantes a la hora de elegir el motor de videojuego más apropiado, hay que tener en cuenta: el motor de sonido, el motor de físicas -proporciona a los objetos y personajes de un videojuego atributos físicos como peso, volumen, gravedad, etc.- y el scripting o lenguaje de programación. Entre los motores de videojuego actuales más populares se encuentran, por ejemplo, el Unreal Engine, Unity y Gamemaker, entre otros.
Los lenguajes de programación son esenciales a la hora de crear un videojuego, siendo considerados una de las partes fundamentales en el desarrollo de este tipo de software. Un factor importante a definir antes de comenzar a desarrollar el videojuego es la plataforma -mobile, ordenador o consola-, ya que de esto dependerá también su codificación. En definitiva, sirve para dar forma tanto a las mecánicas como a la configuración de un juego. Entre los mejores lenguajes de programación de videojuegos se encuentran C++, C#, Java y Python, entre otros.
El diseño de niveles consiste en crear todos los niveles de un juego, es decir, los lugares y escenarios de cada una de las pantallas. Esta disciplina también es conocida como diseño de entornos o mapeo del juego. Así, durante este proceso creativo, el diseñador de niveles trata de otorgar plena credibilidad al desarrollo del videojuego. Sobre todo, en aquellos videojuegos en los que el/los protagonistas necesitan moverse continuamente por el escenario es importante crear niveles atractivos, con recorridos llamativos y que den mucho juego. Con programas como Unreal Engine o Unity, por ejemplo, es posible trabajar sobre ello.
La ilustración en 2D y/o 3D aporta a los videojuegos una recreación de mundos interactivos muy sugerentes. Esta habilidad incluye desde la creación de su boceto hasta la aplicación de técnicas animadas que otorguen movimiento a cada personaje, escenario y objeto. Un proceso creativo en el que se tienen muy en cuenta aspectos como el color, los trazos, la perspectiva, los objetivos de las cámaras, así como la credibilidad de cada uno de los movimientos. Algunos de los programas más relevantes para crear este tipo de animaciones son Blender 3D, 3d Studio Max y Maya, entre otros.",empleo
Cómo negociar tu salario: cinco consejos para hacerlo en una entrevista de trabajo,12:32h,01.03.2022,"
20minutos
 ","Queremos trabajar, sí, pero también cobrar un buen sueldo; al menos un sueldo justo. Y no ocurre... mucho. De hecho, vimos hace pocas fechas que, según una encuesta elaborada por Adecco, el 38% de los trabajadores españoles considera que su salario está por debajo del mercado. Eso sí, solo un 5% de los españoles abandonaría su empleo sin haber encontrado otro antes.
Por eso, porque el sueldo es muy importante, uno de los momentos que más inquietud genera en cualquier entrevista de trabajo es cuando nos preguntan por nuestras expectativas salariales. La cuestión, si surge en la charla, se deja siempre para el final por voluntad de la empresa (seguro que nosotros hablaríamos de ello un poco antes).
Así que, ¿cómo negociar nuestro salario? AdQualis Human Results nos da una serie de pautas para afrontar este momento con naturalidad y profesionalidad, con independencia del puesto al que se aspire. Estos son los cinco consejos que nos da esta consultora integral para la gestión de personas y talento:
Analiza los sueldos de tu sector
Es importante acudir a una entrevista de trabajo con conocimiento previo sobre el sueldo que corresponde a tu labor, sector y desempeño. Buscar empresas del sector de la misma región y conocer los sueldos aproximados que se destinan permitirá afrontar la entrevista con mayor profesionalidad y seguridad.
Considera tu labor como necesaria e irremplazable
El entrevistador debe poder entender el valor real que puedes aportar a tu nuevo puesto. Hazle ver lo necesario de tus cualidades únicas para hacer crecer al equipo y a la empresa. Una buena práctica es pensar en algunos proyectos en los que estuviste involucrado en anteriores trabajamos y que alcanzaron el éxito.
Asume la conversación con naturalidad
La negociación salarial es un punto más a abordar en cualquier entrevista de trabajo. Ni el profesional de los RRHH ni nadie en la sala va a considerar que se trata de un tema tabú. Abordar la conversación con solvencia demostrará tu capacidad comercial y de negociación.
Pregunta por los detalles salariales
Demostrar interés siempre es positivo. Es importante no dejarnos ninguna cuestión sin resolver, por lo que preguntar cuestiones como el resto de los asuntos relacionados con el paquete de compensación ayudará a comprender mejor tus necesidades al entrevistador.
También el salario emocional
Será también de gran utilidad visualizar cómo el salario y las condiciones afectará a la vida personal, teniendo en cuenta otras cuestiones más relacionadas con el salario emocional, como a autonomía, flexibilidad horaria, posibilidad de desarrollo o formación entre otras muchas.",empleo
"La primera secuencia completa del genoma humano revela regiones ocultas: ""Ha sido como ponerse gafas nuevas""",20:40h,31.03.2022,EFE,"Hace 21 años la ciencia logró cartografiar cerca del 92 % del genoma humano, lo que supuso una revolución en la biología y medicina, pero ¿qué pasó con el 8% restante? Ahora, un equipo científico ha logrado escudriñarlo, logrando así la primera secuencia completa de un genoma humano.
El nuevo mapa sin ""fisuras"" de nuestro ADN revela regiones ocultas importantes para entender las enfermedades genéticas, la reproducción, la diversidad humana e incluso la evolución de nuestra especie: ""Terminar de verdad la secuencia del genoma humano ha sido como ponerse unas gafas nuevas"", resume el investigador Adam Phillippy.
Detrás de este hito científico está el Consorcio T2T (Telómero a Telómero), con más de cien investigadores liderados por Phillippy, del Instituto Nacional de Investigación del Genoma Humano (NHGRI), y Karen Miga, de la Universidad de California-Santa Cruz, en EE.UU.
La descripción de estas piezas que faltaban se publicó primero en mayo de 2021 en el repositorio bioRxiv -sin la revisión de otros investigadores-. Ahora es cuando se recoge en seis artículos en la revista Science, además de en una docena de escritos complementarios en otras publicaciones científicas.
El genoma es el conjunto completo de instrucciones de un organismo, un libro que está escrito con combinaciones de solo cuatro unidades químicas designadas con las letras A, T, C y G (adenina, timina, citosina y guanina); estas se denominan bases nucleótidas.
Para los humanos, este manual de instrucciones contiene unos 3.000 millones de pares de bases (o letras), los cuales se encuentran en los 23 pares de cromosomas dentro del núcleo de todas las células. Secuenciar significa determinar su orden exacto en un segmento de ADN.
Han pasado dos décadas desde el primer borrador del genoma humano realizado, por separado, por Celera Genomics y el Proyecto Genoma Humano y ese 8 % no se había podido secuenciar en gran parte porque está formado por regiones de ADN muy repetitivas que son difíciles de alinear con el resto y entre ellas. La tecnología actual, capaz de leer cientos de miles letras a la vez del genoma, ha permitido hacerlo.
Las versión sin ""huecos"" del nuevo genoma de referencia -denominado T2T-CHM13- está compuesta por 3.055 millones de pares de bases de nucleótidos y 19.969 genes codificantes -productores- de proteínas, los pilares fundamentales de todos los componentes del organismo. Realizan la mayor parte del trabajo en las células y son necesarias para la estructura, función y regulación de tejidos y órganos.
De los genes codificantes de proteínas, el consorcio encontró unos 2.000 nuevos, la mayoría de ellos desactivados, aunque unos cien pueden seguir siendo activos, es decir, produciendo proteínas.
Además, se descubrieron más de 2 millones de variantes genéticas hasta ahora desconocidas en esas regiones oscuras, 622 de las cuales se producen en genes de importancia médica.
Los investigadores generaron la secuencia completa del genoma utilizando una línea celular especial que tiene dos copias idénticas de cada cromosoma, a diferencia de la mayoría de las células humanas que llevan dos copias ligeramente diferentes.
Entre otras cosas, las nuevas secuencias de ADN añadidas revelan detalles nunca antes vistos alrededor de los centrómeros, secciones en el medio de los cromosomas que desempeñan un papel fundamental en su estructura y en la correcta segregación de los mismos durante la división celular.
Desde hace tiempo se sabe que los centrómeros están mal regulados en todo tipo de enfermedades y ahora ""por primera vez podemos estudiar 'base por base' las secuencias que definen estas estructuras y empezar a entender cómo funcionan"", detalla Karen Miga.
Los investigadores también observaron estas nuevas secuencias de ADN alrededor de los telómeros -estructuras que, a modo de capuchones, protegen la integridad de los cromosomas-.
""Las partes del genoma que no habíamos podido estudiar durante más de 20 años son importantes para comprender el funcionamiento del genoma, las enfermedades genéticas y la diversidad y evolución humanas"", afirma Miga.
""En el futuro, cuando se secuencie el genoma de una persona, podremos identificar todas las variantes de su ADN y utilizar esa información para orientar mejor su atención médica"", indica Phillippy en una nota del NHGRI: ""ahora que podemos ver todo con claridad estamos un paso más cerca de entender lo que significa todo"".",ciencia
El estudio DIPCAN busca personalizar y cambiar el tratamiento del cáncer metastásico en España,20:20h,31.03.2022,EFE,"Los pacientes que participen tendrán acceso de manera gratuita al estudio genómico de su tumor, tanto en la muestra de la biopsia como en sangre, a una resonancia magnética de todo el cuerpo y a la digitalización de imágenes de la anatomía patológica. El análisis de los datos clínicos, radiómicos, anatomopatológicos y genéticos que se recojan va a permitir generar un algoritmo de inteligencia artificial que ayude a conocer mejor los tumores. Los resultados podrían cambiar la práctica clínica en Oncología.
Un total de 2.000 pacientes con tumores metastásicos tendrán la oportunidad de formar parte de manera gratuita del estudio DIPCAN (Digitalización y Manejo de la Medicina Personalizada en Cáncer), que nace con la intención de cambiar la práctica clínica en el área de la Oncología, apostando por el desarrollo de la medicina personalizada gracias a la integración de datos clínicos, genómicos y de imagen radiológica.
Los participantes tendrán acceso a la visita de un oncólogo especialista en investigación clínica que recogerá los datos clínicos del paciente de una manera sistematizada. Además, se realizará la secuenciación del genoma del tumor tanto en la pieza de la biopsia como en la sangre, se digitalizarán las imágenes de anatomía patológica de cada uno de los tumores y se llevará a cabo una resonancia magnética corporal total que incluirá las imágenes radiológicas desde la cabeza a los pies del paciente. Todos los parámetros se codificarán y serán analizados mediante un algoritmo de inteligencia artificial.
El director científico del proyecto es el Dr. Enrique Grande, jefe del Servicio de Oncología Médica de MD Anderson Cancer Center Madrid y jefe de Investigación Clínica de la Fundación MD Anderson Cancer Center España. “Queremos cambiar la práctica clínica en Oncología centrándonos en la medicina personalizada para poder identificar aquellos pacientes que serán más susceptibles a responder mejor a los tratamientos”.
En este proyecto colabora la Secretaría de Estado de Digitalización e Inteligencia Artificial (SEDIA), órgano superior del Ministerio de Asuntos Económicos y Transformación Digital, y está dotado con financiación de la Unión Europea.",ciencia
Infectarse de Covid antes de la primera dosis mejora la respuesta inmunitaria,19:01h,31.03.2022,EP,"Investigadores de la Facultad de Medicina Lewis Katz de la Universidad de Temple (Estados Unidos) han demostrado que una infección previa por COVID-19 está relacionada con una respuesta inmunitaria sólida y acelerada tras la primera dosis de la vacuna de Pfizer/BioNTech.
En su trabajo, publicado en la revista científica 'JCI Insight', comprobaron que las personas que sufrieron COVID-19 antes de la vacunación experimentaron una rápida producción de anticuerpos después de la primera dosis de la vacuna, con poco o ningún aumento después de la segunda dosis. El patrón opuesto se observó en los no infectados.
""Nuestro estudio demuestra que la presencia de memoria inmunitaria inducida por una infección previa altera la forma en que los individuos responden a la vacunación con ARNm del SARS-CoV-2. La falta de respuesta tras la segunda dosis de la vacuna en individuos previamente infectados es especialmente relevante, porque podría significar que algunas personas podrían requerir sólo una dosis o podrían potencialmente saltarse la vacuna de refuerzo"", apunta uno de los líderes de la investigación, Steven G. Kelsen.
Los investigadores llevaron a cabo el estudio en trabajadores sanitarios, algunos de los cuales habían dado previamente positivo en la infección por el SARS-CoV-2 y otros nunca se habían infectado. En ambos grupos, los investigadores midieron los niveles de anticuerpos neutralizantes en muestras de sangre tomadas en tres momentos diferentes, incluyendo antes de la vacunación y después de cada dosis. También realizaron una evaluación cualitativa de las reacciones locales y los síntomas sistémicos, como fiebre, dolor de cabeza y fatiga, asociados a la vacunación.
Mientras que los niveles de anticuerpos neutralizantes alcanzaron su máximo en algunas personas con enfermedad previa por COVID-19 tras la primera dosis de la vacuna, los individuos sin antecedentes de infección mostraron respuestas masivas tras la segunda dosis.
Pero esos niveles elevados también se redujeron rápidamente, y en el caso del grupo COVID-19, a pesar de la falta de respuesta a una segunda dosis, los individuos tuvieron en general una inmunidad más duradera. Sin embargo, la infección previa también se relacionó con reacciones adversas más frecuentes y duraderas a la vacuna.
En futuros trabajos, estos investigadores planean modificar su ensayo de anticuerpos neutralizantes para detectar ómicron y otras variantes del SARS-CoV-2. ""También nos interesa saber cuánto dura la protección de una dosis de refuerzo de la vacuna"", concluye el científico.",ciencia
Un estudio demuestra que los peces saben sumar y restar... aunque solo del 1 al 5 y a través de los colores,18:33h,31.03.2022,EFE,"Los peces mbuna cebra y las rayas de agua dulce son capaces de sumar y restar los números del uno al cinco, lo que sitúa sus capacidades numéricas a la par de otras especies de vertebrados e invertebrados.
Un estudio que publica Scientific Reports probó si ocho mbuna cebra (Pseudotropheus zebra) y otras tantas rayas de agua dulce (Potamotrygon motoro) podían ser entrenados para efectuar esas operaciones matemáticas sencillas.
Los animales tenían que aprender a reconocer el color azul como símbolo de adición por un factor de uno y el color amarillo de sustracción por el mismo factor.
A continuación, se les mostraban tarjetas con formas azules o amarillas y se les presentaban dos puertas que contenían tarjetas con diferentes números de formas, una de las cuales era la respuesta correcta y si la elegían recibían un recompensa.
Seis de los mbunas cebra y tres de las rayas aprendieron a asociar sistemáticamente el azul con la suma y el amarillo con la resta. Los primeros aprendieron la diferencia en una media de 28 sesiones y los segundos en 68.
En general, los peces obtuvieron buenos resultados, aunque la adición se aprendió con más facilidad que la sustracción y el rendimiento de cada pez varió más entre los mbuna cebra que entre las rayas.
En las sumas, los mbuna cebra seleccionaron la respuesta correcta en un 78% de las pruebas y las rayas en un 94%.
Las restas lograron una tasa de aciertos del 69% para los mbuna cebra y del 89% de las rayas.
Los autores del estudio, de la Universidad de Bonn, especulan que las capacidades numéricas no son muy importantes para estas especies, aunque sugieren que podrían ayudar a reconocer a los peces por su aspecto, por ejemplo, contando las rayas o las manchas del cuerpo.
Los resultado se suman -escriben- al creciente número de pruebas que indican que es necesario revisar las capacidades cognitivas y la sensibilidad de los peces.",ciencia
"Chatelperroniense, última resistencia neandertal a la expansión Homo sapiens",21:15h,30.03.2022,EFE,"Hace 44.000 años, mientras los primeros Homo sapiens avanzaban inexorablemente hacia el oeste de Europa, los últimos neandertales respondieron con un drástico giro tecnológico, un último y desesperado intento de resistencia a la extinción que sustituyó su vieja tecnología musteriense por la más avanzada chatelperroniense.
La denominación deriva del yacimiento de la Grotte des Fées, en la localidad de Châtelperron (Francia), país que, junto con el norte de la península ibérica, alberga la totalidad de los emplazamientos chatelperronienses de Europa y que en España tiene uno de sus mayores referentes en el yacimiento vizcaíno de Aranbaltza.
En este taller de talla lítica al aire libre, un grupo internacional liderado por el arqueólogo del Arkeologi Museoa de Bilbao Joseba Rios Garaizar ha constatado por primera vez la extinción, hace 45.000 años, de los últimos neandertales de cultura musteriense de la región cantábrica y su reemplazo mil años más tarde por otros congéneres que trajeron consigo a la península la novedosa tecnología chatelperroniense.
Un descubrimiento, publicado ahora por la revista científica PLOS ONE, que constata la fragilidad de las últimas poblaciones neandertales e incluso su ""extinción local"" antes incluso de la llegada de los humanos modernos a lugares como la cordillera cantábrica, pero que también pone de manifiesto el éxito relativo que la tecnología chatelperroniense concedió durante otros dos milenios más a aquellos neandertales que la adoptaron.
Según explica Rios Garaizar en una entrevista concedida a EFE, la posible extinción o tal vez abandono de la región cantábrica por los neandertales musterienses pudo haber estado ligada a ""un problema de disponibilidad de recursos"" junto a, tal vez, una ""crisis demográfica"" de unas poblaciones que ""cada vez se iban haciendo más pequeñas"" y se volvían ""más frágiles"" ante las epidemias o las catástrofes naturales y meteorológicas.
Esta serie de problemas, aclara el arqueólogo, ya se aprecian por ejemplo en el yacimiento asturiano de El Sidrón, cuyos fósiles, con una serie de patologías probablemente asociadas a la consanguinidad, hacen pensar que las viejas redes de ""intercambio de ideas y de genes que tuvieron activas los neandertales durante milenios se habrían empezado a romper y disgregar"" colaborando a su extinción.
En este contexto, los sedimentos de Aranbaltza demuestran que solo mil años después, hace unos 44.000 años, llegaron a la zona cantábrica unos nuevos neandertales, que reemplazaron a los anteriores, provistos de una tecnología chatelperroniense desarrollada en tierras de la actual Francia, ""coincidiendo casi al milímetro"" con el avance de los humanos modernos desde el este y como ""respuesta"" a las ""nuevas ideas y necesidades"" que estos traían consigo.
Para ello, los neandertales cambiaron ""de manera radical su tecnología y su forma de vida"" y, como desvela Ríos Garaizar, comenzaron a confeccionar ""objetos de adorno"", como colgantes, de los que antes había muy pocos, así como nuevas herramientas de hueso, madera y piedra.
Especialmente nuevas puntas de lanza (conocidas como ""puntas de Chatelperron"") de una forma más ""estandarizada"" que les permitió crear láminas y laminillas ""más largas que anchas"", más ligeras y que facilitaban además una rápida sustitución en caso de ruptura de las cabezas de las lanzas y que tal vez conllevaron también un cambio en las técnicas de caza.",ciencia
"La oxitocina vuelve más tolerantes y menos territoriales a los leones, salvo cuando aparece comida de por medio",20:18h,30.03.2022,EFE,"La ferocidad que caracteriza a los leones se reduce cuando inhalan oxitocina, una hormona que logra que estos animales estén dispuestos a ser más tolerantes con sus congéneres, excepto cuando llega la hora de la comida.
Los leones son altamente territoriales y no les gusta hacer nuevos amigos, pero con la reducción paulatina de sus hábitats muchos tienen que vivir en reservas o en cautividad, lo que les obliga a compartir espacio con otros leones.
La oxitocina, también conocida como “hormona del amor”, puede hacer que los encuentros entre leones sean menos peligrosos, según un estudio que publica iScience, realizado en la reserva de fauna salvaje de Dinokeng, en Sudáfrica.
Para que la hormona surta efecto lo mejor es pulverizarla directamente en la nariz del animal, pues así viaja por el nervio trigémino y el olfativo directamente hasta el cerebro, de otra manera la barrera hematoencefálica podría filtrarla, precisó la autora principal de la investigación, Jessica Burkhart.
Pulverizar un líquido en la nariz de un león despierto puede ser una labor peligrosa, pero el equipo lo hizo a través de una valla mientras les daban de comer y se servían de un frasco similar a los antiguos frascos de perfume.
Científicos de la Universidad de Minnesota (EE UU) se dedicaron a ello durante los veranos de 2018 y 2019 con 23 felinos y observaron que eran más tolerantes con otros leones en su espacio y mostraban menos vigilancia hacia los intrusos.
“Puedes ver que sus rasgos se suavizan inmediatamente, pasan de estar arrugados y agresivos a este comportamiento totalmente tranquilo"", dijo Burkhart, que aseguró que los animales “se relajan totalmente"".
Los leones del estudio tienen un juguete favorito de calabaza, que sirvió para medir el nivel de tolerancia social gracias a la oxitocina. La distancia media entre ellos se redujo de unos siete metros sin tratamiento a unos 3,5 metros tras la administración de la hormona.
Sin embargo, la hormona del amor también tiene límites y, en este caso, fue la comida: cuando había carne de por medio, los grandes felinos no mostraron una mayor tolerancia entre ellos.
En cualquier caso, lo que sí hicieron fue disminuir significativamente su vigilancia hacia posibles intrusos, y nunca rugieron en respuesta a los rugidos grabados de leones desconocidos, cosa que siempre hicieron los felinos no tratados.
Los autores consideran que este tipo de tratamiento puede ser especialmente útil a medida que las ciudades africanas se expanden e invaden el territorio de los leones, lo que ha hecho que muchos hayan sido trasladados a reservas privadas y obliga a que se mezclen con otras manadas.
Burkhar señaló que actualmente trabajan en la introducción de animales que han sido rescatados de circos o zonas de ultramar o de guerra que ahora viven en santuarios.
La esperanza, según la científica, es que esto se traslade a los animales reubicados en la naturaleza, “ayudándoles a inclinarse por su nuevo entorno social para que sean más curiosos y menos temerosos, lo que llevará a una vinculación más exitosa"".",ciencia
Qué es un meteotsunami y sus consecuencias destructivas en la costa,18:17h,30.03.2022,"
20minutos
 ","Un meteotsunami es un fenómeno climatológico que consiste en una serie de ondas oceánicas destructivas que tienen las mismas escalas temporales y espaciales que los tsunamis ordinarios, pero tienen varias diferencias.
Mientras que los tsunamis ordinarios tienen un origen sísmico, los meteotsunamis no, es decir, no surgen como resultado de terremotos en el suelo del mar y tampoco por desplazamientos de tierra marina ni por el impacto de meteoritos en el mar, como recogen desde la Agencia Estatal de Meteorología (AEMET).
Por otro lado, tampoco guardan relación con las olas más habituales que son generadas por la acción del viento, lo que quiere decir que la causa de que se produzcan estos meteotsunamis hay que buscarla en los cambios de la presión atmosférica (1-3 hPa).
Estos cambios de presión están ""derivados del paso de frentes, ondas gravitatorias, líneas de turbonada y en general fenómenos asociados con la convección"", lo que los convierte en responsables de estas pequeñas olas que van creciendo ""por resonancia hasta alcanzar proporciones que pueden causar daños considerables en determinadas zonas costeras"", explica la AEMET.
Este fenómeno puede causar en las zonas de costa efectos socioeconómicos, al igual que un tsunami ordinario, lo que se puede evitar con la construcción de sistemas de alerta temprana, aunque es cierto que está considerado un ""fenómeno raro y local"", aunque se ha demostrado que cada vez son más comunes, sobre todo, en las Islas Baleares, en Sicilia o en Malta.",ciencia
